-,-,-
6, -19, 993
5, -18, 978
6, -19, 990
6, -19, 990
5, -18, 993
3, -17, 994
3, -17, 994
6, -18, 995
5, -18, 996
5, -18, 993
5, -18, 993
5, -18, 993
5, -18, 995
5, -18, 995
6, -18, 994
5, -19, 993
6, -19, 993
6, -19, 993
6, -18, 993
5, -17, 995
5, -17, 995
5, -18, 994
5, -18, 994
5, -18, 994
5, -18, 994
5, -18, 994
6, -18, 994
6, -18, 994
5, -18, 995
5, -18, 994
5, -18, 994
6, -18, 994
6, -18, 994
6, -18, 994
5, -18, 995
6, -18, 994
5, -17, 995
5, -17, 995
6, -18, 994
5, -18, 995
5, -18, 995
5, -17, 995
6, -19, 994
6, -19, 994
6, -18, 995
5, -18, 994
4, -18, 995
4, -18, 995
5, -18, 995
5, -19, 995
5, -19, 995
5, -19, 994
5, -18, 994
5, -18, 994
6, -18, 994
6, -18, 995
4, -18, 995
4, -18, 995
5, -19, 995
5, -18, 995
5, -18, 995
6, -18, 995
5, -18, 994
5, -18, 994
5, -18, 995
5, -18, 995
6, -18, 995
6, -18, 995
5, -18, 995
6, -18, 994
6, -18, 994
5, -19, 995
5, -18, 994
5, -18, 994
6, -18, 994
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -19, 994
5, -19, 994
5, -18, 995
5, -18, 994
5, -18, 994
5, -18, 995
6, -18, 995
5, -18, 995
5, -18, 995
6, -18, 994
6, -18, 996
6, -18, 996
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
6, -19, 995
6, -19, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
6, -18, 995
5, -19, 994
5, -18, 996
5, -18, 996
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
6, -18, 995
6, -18, 995
6, -18, 995
5, -18, 995
6, -18, 995
6, -18, 995
6, -19, 995
6, -18, 995
6, -18, 995
5, -18, 995
5, -18, 995
6, -18, 995
6, -18, 995
5, -19, 995
5, -19, 996
5, -19, 996
6, -18, 995
5, -19, 994
5, -19, 994
5, -18, 995
5, -18, 995
5, -18, 994
5, -18, 994
6, -18, 995
6, -19, 995
6, -19, 995
5, -18, 995
6, -18, 995
6, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
6, -19, 994
6, -19, 994
6, -18, 994
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
6, -18, 995
6, -18, 995
6, -18, 994
6, -19, 995
6, -19, 995
5, -18, 995
5, -18, 996
5, -18, 996
5, -18, 994
5, -19, 995
5, -19, 994
5, -19, 994
5, -18, 996
5, -18, 995
5, -18, 995
5, -17, 995
5, -18, 995
5, -18, 995
5, -18, 995
6, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 996
5, -18, 996
5, -18, 996
5, -18, 995
5, -18, 995
6, -18, 995
5, -18, 995
6, -18, 995
6, -18, 995
6, -18, 995
6, -19, 996
6, -19, 996
6, -18, 995
5, -19, 995
5, -19, 995
5, -18, 995
5, -18, 995
5, -18, 996
5, -18, 996
5, -18, 995
5, -19, 994
5, -19, 994
5, -18, 996
6, -18, 996
6, -18, 996
6, -18, 995
5, -18, 995
5, -19, 996
5, -19, 996
5, -18, 995
5, -18, 996
5, -18, 996
5, -18, 995
5, -19, 995
5, -18, 996
5, -18, 996
5, -18, 995
5, -18, 994
5, -18, 994
5, -18, 996
5, -18, 996
5, -18, 996
6, -18, 995
4, -19, 995
5, -19, 995
5, -19, 995
5, -17, 996
5, -18, 995
5, -18, 995
5, -18, 995
5, -19, 995
5, -19, 995
5, -18, 996
5, -18, 995
6, -18, 995
6, -18, 995
5, -19, 994
6, -18, 995
6, -18, 995
5, -18, 995
6, -18, 996
6, -18, 996
5, -18, 995
5, -17, 996
5, -18, 995
5, -18, 995
5, -18, 996
6, -18, 995
6, -18, 995
5, -18, 996
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -19, 995
5, -19, 995
5, -18, 995
5, -17, 995
5, -17, 995
5, -18, 995
5, -18, 996
5, -19, 995
5, -19, 995
6, -19, 994
6, -19, 995
6, -19, 995
5, -18, 996
6, -18, 995
6, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
5, -18, 995
6, -19, 995
6, -19, 995
5, -18, 995
6, -18, 996
5, -19, 994
5, -19, 994
6, -18, 995
5, -18, 996
5, -18, 996
5, -18, 994
6, -19, 995
6, -19, 995
5, -18, 995
5, -18, 995
6, -18, 996
6, -18, 996
5, -18, 995
5, -18, 995
5, -18, 995
5, -19, 995
6, -18, 995
6, -18, 995
5, -19, 995
5, -18, 995
5, -18, 996
